STATION_PK_SEQ,EVENT_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,OPERATION,EVENT_DATE,CTD_CAST_NUMBER,SITE_ID,LATITUDE,LONGITUDE,SURVEY_PERIOD,REGION,PLANKTON_STRATUM,GROUNDFISH_STRATUM,SURFACE_TEMPERATURE,SURFACE_TEMPERATURE_INSTRUMENT,TOW_PROFILE,TOW_PROTOCOL,TOW_TIME_DURATION,TOW_MAXIMUM_DEPTH,MAXIMUM_WIRE_OUT,BOTTOM_DEPTH_MAX_WIRE_OUT,EVENT_COMMENT,CNV_STRNUM,CNV_REG,CNV_SUBREG,CNV_OTHNUM,DOE,DOC,UOE,UOC,SAMPLING_PROGRAM,TimeDecimal,DayNight,Sunrise,Sunset
38620,70149,GU1608,1,1,BON/CTD,05/21/0016 21:25,1,1,41.3217,-71.2533,,SNE,20,1050,12.21,C,OBL,STD,417,32,NaN,36,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,21.4166666666667,Day,9.69605333333294,23.7043866666663
38621,70150,GU1608,2,2,BON/CTD,05/22/0016 00:24,2,2,40.9183,-71.3367,,SNE,19,1060,12.23,C,OBL,STD,398,51,NaN,56,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,0.4,Night,9.70161333333323,23.7099466666665
38622,70151,GU1608,3,3,BON/CTD,05/22/0016 02:36,3,3,40.6717,-71.6017,,SNE,19,1060,11.72,C,OBL,STD,459,66,NaN,71,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,2.6,Night,9.72761333333375,23.71928
38623,70152,GU1608,4,4,BON/CTD,05/22/0016 04:37,4,4,40.9167,-71.7617,,SNE,20,1050,11.57,C,OBL,STD,301,45,NaN,49,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,4.61666666666667,Night,9.72994666666643,23.7382799999997
38624,70153,GU1608,5,5,BON/CTD,05/22/0016 06:26,5,5,40.915,-72.095,,SNE,21,3050,10.98,C,OBL,STD,271,21,NaN,27,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,6.43333333333333,Night,9.75216666666626,23.7604999999996
38625,70154,GU1608,6,6,BON/CTD,05/22/0016 08:36,6,6,40.6617,-72.3433,,SNE,20,1050,11.68,C,OBL,STD,305,37,NaN,43,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,8.6,Night,9.77705333333376,23.76872
38626,70155,GU1608,7,7,BON/CTD,05/22/0016 09:37,7,7,40.665,-72.5083,,SNE,16,1010,11.37,C,OBL,STD,280,32,NaN,38,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,9.61666666666667,Night,9.78805333333327,23.7797199999995
38627,70156,GU1608,8,8,BON/CTD,05/22/0016 11:33,8,8,40.41,-72.5017,,SNE,16,1010,11.5,C,OBL,STD,338,45,NaN,49,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,11.55,Day,9.79594666666691,23.7709466666667
38628,70157,GU1608,9,9,BON/CTD,05/22/0016 12:25,9,9,40.3317,-72.585,,SNE,16,1010,11.25,C,OBL,STD,315,44,NaN,50,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,12.4166666666667,Day,9.80150000000032,23.7765000000001
38629,70158,GU1608,10,10,BON/CTD,05/22/0016 14:43,10,10,40.415,-73.0033,,SNE,16,1010,11.46,C,OBL,STD,354,33,NaN,38,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,14.7166666666667,Day,9.82938666666707,23.8043866666669
38630,70159,GU1608,11,11,BON/CTD,05/22/0016 16:57,11,11,40.415,-73.42,,SNE,17,3110,12.98,C,OBL,STD,306,26,NaN,30,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,16.95,Day,9.8571666666665,23.8321666666663
38631,70160,GU1608,12,12,BON/CTD,05/22/0016 22:25,12,12,39.58,-73.5067,LSPRING,MAB,11,1730,11.55,C,OBL,STD,362,34,NaN,38,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,22.4166666666667,Day,9.88794666666655,23.8129466666671
38632,70161,GU1608,13,13,BON/CTD,05/22/0016 23:35,13,13,39.4183,-73.42,LSPRING,MAB,11,1730,10.9,C,OBL,STD,394,35,NaN,37,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.5833333333333,Day,9.89049999999935,23.7988333333328
38633,70162,GU1608,15,15,BON/CTD,05/23/0016 02:25,14,15,39.3317,-73.09,LSPRING,MAB,10,1740,11.41,C,OBL,STD,398,58,NaN,62,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,2.41666666666667,Night,9.85183333333322,23.7935000000002
38634,70163,GU1608,16,16,BON/CTD,05/23/0016 04:00,15,16,39.2483,-72.845,LSPRING,MAB,10,1740,10.65,C,OBL,STD,558,79,NaN,83,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,4,Night,9.84383333333296,23.7688333333335
38635,70164,GU1608,19,19,BON/CTD,05/23/0016 09:06,16,19,38.87,-72.47,LSPRING,MAB,56,NaN,17.94,C,OBL,OT,1437,202,NaN,1850,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,9.1,Night,9.82716666666653,23.7354999999999
38636,70165,GU1608,20,20,BON/CTD,05/23/0016 11:13,17,20,38.8483,-72.7767,LSPRING,MAB,56,NaN,17.15,C,OBL,OT,1337,201,NaN,1321,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,11.2166666666667,Day,9.84761333333296,23.7476133333332
38637,70166,GU1608,21,21,BON/CTD,05/23/0016 13:14,18,21,38.8317,-73.0833,LSPRING,MAB,10,1740,10.88,C,OBL,STD,597,85,NaN,89,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,13.2333333333333,Day,9.8680533333332,23.7680533333334
38638,70167,GU1608,22,22,BON/CTD,05/23/0016 15:55,19,22,38.5017,-73.3417,LSPRING,MAB,10,1750,15.66,C,OBL,STD,921,122,NaN,127,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,15.9166666666667,Day,9.90194666666668,23.7769466666666
38639,70168,GU1608,23,23,BON/CTD,05/23/0016 20:30,20,23,38.415,-74.25,LSPRING,MAB,8,1690,12.04,C,OBL,STD,325,42,NaN,46,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,20.5,Day,9.96250000000038,23.8375000000003
38640,70169,GU1608,24,24,BON/CTD,05/23/0016 23:46,21,24,37.9167,-74.3333,LSPRING,MAB,7,1700,12.57,C,OBL,STD,486,63,NaN,67,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.7666666666667,Day,9.98471999999953,23.8263866666666
38641,70170,GU1608,25,25,BON/CTD,05/24/0016 01:07,22,25,37.7483,-74.335,LSPRING,MAB,7,1700,13.78,C,OBL,STD,469,76,NaN,80,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,1.11666666666667,Night,9.97649999999982,23.8348333333333
38642,70171,GU1608,27,27,BON/CTD,05/24/0016 03:33,23,27,37.6117,-74.075,LSPRING,MAB,54,NaN,14.59,C,OBL,OT,1325,202,NaN,1369,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,3.55,Night,9.95916666666682,23.8091666666671
38643,70172,GU1608,28,28,BON/CTD,05/24/0016 06:00,24,28,37.555,-74.415,LSPRING,MAB,4,1660,12.74,C,OBL,OT,814,91,NaN,97,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,6,Night,9.9818333333331,23.8318333333333
38644,70173,GU1608,29,29,BON/CTD,05/24/0016 10:12,25,29,37.0833,-74.9117,LSPRING,MAB,5,1650,12.74,C,OBL,STD,410,46,NaN,50,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,10.2,Day,10.0316133333329,23.8482799999996
38645,70174,GU1608,30,30,BON/CTD,05/24/0016 13:05,26,30,36.6633,-74.7483,LSPRING,MAB,4,1660,13.57,C,OBL,STD,763,80,NaN,86,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,13.0833333333333,Day,10.0373866666671,23.8207200000003
38646,70175,GU1608,32,32,BON/CTD,05/24/0016 19:04,27,32,36.0017,-74.74,LSPRING,MAB,1,1640,23.27,C,OBL,STD,1313,201,NaN,663,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,19.0666666666667,Day,10.061833333333,23.8035000000002
38647,70176,GU1608,34,34,BON/CTD,05/25/0016 00:58,28,34,35.6717,-75.4067,LSPRING,MAB,3,3440,17.17,C,OBL,STD,279,22,NaN,24,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,0.966666666666667,Night,10.0979466666664,23.8479466666667
38648,70177,GU1608,35,35,BON/CTD,05/25/0016 03:36,29,35,35.9933,-75.5867,LSPRING,MAB,3,3400,17.51,C,OBL,STD,428,19,NaN,22,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,3.6,Night,10.1016133333335,23.8682800000003
38649,70178,GU1608,38,38,BON/CTD,05/25/0016 08:17,30,38,36.165,-75.1667,LSPRING,MAB,2,1610,15.28,C,OBL,STD,344,28,NaN,33,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,8.28333333333333,Night,10.0652800000001,23.8486133333333
38650,70179,GU1608,39,39,BON/CTD,05/25/0016 10:17,31,39,36.415,-75.1633,LSPRING,MAB,2,1610,15.49,C,OBL,STD,288,30,NaN,32,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,10.2833333333333,Day,10.0567200000006,23.8567200000002
38651,70180,GU1608,40,40,BON/CTD,05/25/0016 15:12,32,40,36.915,-75.835,LSPRING,MAB,6,3370,16.75,C,OBL,STD,263,9,NaN,13,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,15.2,Day,10.0848333333329,23.9181666666661
38652,70181,GU1608,41,41,BON/CTD,05/25/0016 17:52,33,41,37.2483,-75.5817,LSPRING,MAB,6,3350,15.26,C,OBL,STD,340,17,NaN,21,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,17.8666666666667,Day,10.0596133333332,23.9096133333334
38653,70182,GU1608,42,42,BON/CTD,05/25/0016 20:38,34,42,37.25,-75.0867,LSPRING,MAB,5,1650,14.18,C,OBL,STD,390,32,NaN,35,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,20.6333333333333,Day,10.0266133333333,23.8766133333335
38654,70183,GU1608,43,43,BON/CTD,05/25/0016 21:57,35,43,37.33,-74.9233,LSPRING,MAB,5,1650,13.81,C,OBL,STD,369,36,NaN,40,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,21.95,Day,10.0073866666665,23.8740533333332
38655,70184,GU1608,44,44,BON/CTD,05/25/0016 22:58,36,44,37.4117,-74.835,LSPRING,MAB,5,1650,14.57,C,OBL,STD,349,42,NaN,47,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,22.9666666666667,Day,10.0015000000001,23.8681666666668
38656,70185,GU1608,45,45,BON/CTD,05/25/0016 23:57,37,45,37.5,-74.7517,LSPRING,MAB,5,1650,13.86,C,OBL,STD,372,47,NaN,51,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.95,Night,9.99594666666673,23.8626133333334
38657,70186,GU1608,48,48,BON/CTD,05/26/0016 07:33,38,48,38.3317,-74.83,LSPRING,MAB,9,3290,13.8,C,OBL,STD,565,15,NaN,18,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,7.55,Night,9.95116666666656,23.9178333333331
38658,70187,GU1608,49,49,BON/CTD,05/26/0016 08:58,39,49,38.4133,-74.67,LSPRING,MAB,8,1690,13.91,C,OBL,STD,259,32,NaN,35,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,8.96666666666667,Night,9.94049999999999,23.9071666666666
38659,70188,GU1608,50,50,BON/CTD,05/26/0016 11:22,40,50,38.7433,-74.6667,LSPRING,MAB,8,1690,14.19,C,OBL,STD,349,20,NaN,26,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,11.3666666666667,Day,9.92361333333276,23.9152799999997
38660,70189,GU1608,51,51,BON/CTD,05/26/0016 12:54,41,51,38.915,-74.6633,LSPRING,MAB,12,3220,14.7,C,OBL,STD,278,11,NaN,15,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,12.9,Day,9.92338666666643,23.9233866666665
38661,70190,GU1608,52,52,BON/CTD,05/26/0016 17:36,42,52,38.7467,-74.0033,LSPRING,MAB,8,1690,13.52,C,OBL,STD,520,44,NaN,48,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,17.6,Day,9.87938666666634,23.8710533333332
38662,70191,GU1608,53,53,BON/CTD,05/26/0016 19:14,43,53,38.9133,-73.8367,LSPRING,MAB,11,1730,13.67,C,OBL,STD,416,39,NaN,40,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,19.2333333333333,Day,9.86827999999952,23.8682799999996
38663,70192,GU1608,54,54,BON/CTD,05/26/0016 21:44,44,54,39.25,-73.9983,LSPRING,MAB,11,1730,12.76,C,OBL,STD,301,22,NaN,27,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,21.7333333333333,Day,9.86238666666629,23.8957199999999
38664,70193,GU1608,55,55,BON/CTD,05/26/0016 23:15,45,55,39.4133,-74.165,LSPRING,MAB,13,3200,15.24,C,OBL,STD,238,14,NaN,18,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.25,Day,9.86516666666677,23.9068333333336
38665,70194,GU1608,57,57,BON/CTD,05/27/0016 02:15,46,57,39.6617,-73.9183,LSPRING,MAB,13,3170,14.68,C,OBL,STD,328,22,NaN,26,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,2.25,Night,9.82371999999947,23.9153866666663
38666,70195,GU1608,58,58,BON/CTD,05/27/0016 07:52,47,58,39.4983,-72.8333,LSPRING,SNE,15,1020,13.2,C,OBL,STD,370,61,NaN,65,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,7.86666666666667,Night,9.75972000000008,23.843053333333
38667,70196,GU1608,59,59,BON/CTD,05/27/0016 10:44,48,59,39.6633,-72.335,LSPRING,SNE,15,1020,12.91,C,OBL,STD,682,110,NaN,114,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,10.7333333333333,Day,9.71816666666615,23.809833333333
38668,70197,GU1608,60,60,BON/CTD,05/27/0016 12:00,49,60,39.6667,-72.165,LSPRING,SNE,14,1030,12.82,C,OBL,STD,983,119,NaN,124,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,12,Day,9.70683333333301,23.7984999999998
38669,70198,GU1608,61,61,BON/CTD,05/27/0016 15:03,50,61,40.0867,-72.0817,LSPRING,SNE,15,1020,13.54,C,OBL,STD,477,68,NaN,74,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,15.05,Day,9.68461333333318,23.8096133333335
38670,70199,GU1608,62,62,BON/CTD,05/27/0016 20:33,51,62,40.4117,-71.1717,LSPRING,SNE,19,1060,12.69,C,OBL,STD,503,79,NaN,83,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,20.55,Day,9.61561333333345,23.7656133333334
38671,70200,GU1608,63,63,BON/CTD,05/27/0016 23:55,52,63,40.0117,-71,LSPRING,SNE,18,1080,13.26,C,OBL,STD,1380,201,NaN,321,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.9166666666667,Night,9.62083333333323,23.7375000000003
38672,70201,GU1608,64,65,BON/CTD,05/28/0016 02:26,54,64,39.82,-70.8167,LSPRING,SNE,60,NaN,13.96,C,OBL,OT,1340,201,NaN,1072,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,31-Jan-0017,PLANKTON,PLANKTON,NaN,2.43333333333333,Night,9.59194666666696,23.7336133333337
38673,70202,GU1608,65,66,BON/CTD,05/28/0016 04:26,55,65,39.655,-70.62,LSPRING,SNE,60,NaN,17.72,C,OBL,OT,1200,201,NaN,2216,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,4.43333333333333,Night,9.58716666666675,23.7121666666671
38674,70203,GU1608,68,69,BON/CTD,05/28/0016 10:42,56,68,40.2483,-70.335,LSPRING,SNE,23,1100,11.7,C,OBL,STD,596,95,NaN,100,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,10.7,Day,9.54316666666665,23.7181666666669
38675,70204,GU1608,69,70,BON/CTD,05/28/0016 12:58,57,69,40.5,-70.58,LSPRING,SNE,23,1100,12.37,C,OBL,STD,387,66,NaN,71,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,12.9666666666667,Day,9.55116666666624,23.7428333333329
38676,70205,GU1608,70,71,BON/CTD,05/28/0016 14:46,58,70,40.6667,-70.3317,LSPRING,SNE,24,1090,12.2,C,OBL,STD,465,47,NaN,52,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,14.7666666666667,Day,9.5262800000001,23.7346133333332
38677,70206,GU1608,72,73,BON/CTD,05/28/0016 17:37,59,72,40.665,-70.7517,LSPRING,SNE,19,1060,12.87,C,OBL,STD,368,61,NaN,65,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,17.6166666666667,Day,9.55427999999967,23.7626133333328
38678,70207,GU1608,73,74,BON/CTD,05/28/0016 19:10,60,73,40.83,-70.9183,LSPRING,SNE,19,1060,13.77,C,OBL,STD,368,52,NaN,55,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,19.1666666666667,Day,9.56538666666649,23.7820533333335
38679,70208,GU1608,74,75,BON/CTD,05/28/0016 20:34,61,74,40.9983,-70.835,LSPRING,SNE,20,1050,13.01,C,OBL,STD,404,47,NaN,50,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,20.5666666666667,Day,9.55149999999987,23.7848333333333
38680,70209,GU1608,76,77,BON/CTD,05/28/0016 23:10,62,76,41.165,-70.5017,LSPRING,SNE,24,1090,12.74,C,OBL,STD,326,32,NaN,37,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,23.1666666666667,Day,9.52094666666682,23.7626133333335
38681,70210,GU1608,77,78,BON/CTD,05/29/0016 00:06,63,77,41.24,-70.4083,LSPRING,SNE,24,1090,12.71,C,OBL,STD,324,26,NaN,31,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,0.1,Night,9.49805333333285,23.7813866666663
38682,70211,GU1608,78,79,BON/CTD,05/29/0016 04:11,64,78,40.7483,-70.0067,LSPRING,SNE,24,1090,11.24,C,OBL,STD,484,34,NaN,39,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,4.18333333333333,Night,9.48794666666692,23.7296133333336
38683,70212,GU1608,79,80,BON/CTD,05/29/0016 07:11,65,79,40.3317,-69.9183,LSPRING,SNE,23,1100,12.81,C,OBL,STD,635,79,NaN,84,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,7.18333333333333,Night,9.49872000000011,23.7070533333332
38684,70213,GU1608,80,81,BON/CTD,05/29/0016 08:20,66,80,40.3317,-69.7533,LSPRING,SNE,23,1100,12.74,C,OBL,STD,512,71,NaN,76,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,8.33333333333333,Night,9.48771999999991,23.6960533333331
38685,70214,GU1608,81,82,BON/CTD,05/29/0016 12:24,67,81,40.08,-69,LSPRING,SNE,22,1110,13.89,C,OBL,STD,1193,166,NaN,172,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,12.4,Day,9.44583333333305,23.6374999999998
38686,70215,GU1608,82,83,BON/CTD,05/29/0016 14:58,68,82,40.2517,-68.6667,LSPRING,GB,26,1140,12.1,C,OBL,STD,833,109,NaN,114,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,14.9666666666667,Day,9.41528,23.6236133333331
38687,70216,GU1608,83,84,BON/CTD,05/29/0016 17:14,69,83,40.4983,-68.505,LSPRING,GB,27,1130,12.03,C,OBL,STD,626,86,NaN,91,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,17.2333333333333,Day,9.39616666666672,23.621166666667
38688,70217,GU1608,84,85,BON/CTD,05/29/0016 19:02,70,84,40.4133,-68.25,LSPRING,GB,26,1140,10.9,C,OBL,STD,961,119,NaN,125,NaN,NaN,NaN,NaN,NaN,22-Jul-0016,22-Jul-0016,PLANKTON,PLANKTON,NaN,19.0333333333333,Day,9.38749999999988,23.6041666666669
